Status_checking_account,Duration_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_emp_lenght,Installment_rate%,Gender,Guarantors,Present_res_lenght,Property,Age,Other_installment_plans,Housing,Number_Credit,Job,No_dependent,foreign_worker,Target,Martial_status
0,24,0,3,1851,1,7,4,1,2,2,2,33,0,1,2,1,1,1,0,2
1,18,0,3,1880,1,7,4,1,0,1,1,32,0,1,2,0,1,1,0,2
0,36,1,9,7980,0,1,4,1,0,4,2,27,0,2,2,1,1,1,1,1
1,30,4,2,4583,1,4,2,1,2,2,0,32,0,1,2,1,1,1,0,4
0,12,2,0,1386,3,4,2,0,0,2,1,26,0,1,1,1,1,1,1,3
3,24,2,0,947,1,7,4,1,0,3,3,38,2,0,1,1,2,1,1,1
1,12,2,6,684,1,4,4,1,0,4,2,40,0,2,1,2,2,1,1,1
1,48,2,6,7476,1,7,4,1,0,1,3,50,0,0,1,0,1,1,0,1
2,12,2,2,1922,1,4,4,1,0,2,1,37,0,1,1,2,1,1,1,1
1,24,2,0,2303,1,8,4,1,1,1,0,45,0,1,1,1,1,1,1,1
2,36,1,0,8086,2,8,2,1,0,4,2,42,0,1,4,0,1,1,1,1
0,24,0,1,2346,1,7,4,1,0,3,2,35,0,1,2,1,1,1,0,1
1,14,2,0,3973,1,0,1,1,0,4,3,22,0,0,1,1,1,1,0,1
2,12,2,0,888,1,8,4,1,0,4,2,41,2,1,1,2,2,1,1,1
0,48,2,3,10222,0,7,4,1,0,3,2,37,1,1,1,1,1,1,0,1
2,30,4,9,4221,1,4,2,0,0,1,2,28,0,1,2,1,1,1,0,3
2,18,0,2,6361,1,8,2,1,0,1,3,41,0,1,1,1,1,1,0,1
3,12,2,3,1297,1,4,3,1,0,4,0,23,0,2,1,1,1,1,0,2
1,12,2,0,900,0,4,4,1,0,2,2,23,0,1,1,1,1,1,1,2
0,21,2,2,2241,1,8,4,1,0,2,0,50,0,1,2,1,1,1,0,1
2,6,1,2,1050,1,0,4,1,0,1,1,35,1,1,2,0,1,1,0,1
3,6,0,6,1047,1,4,2,0,0,4,1,50,0,1,1,2,1,1,0,3
0,24,0,10,6314,1,0,4,1,1,2,3,27,2,1,2,0,1,1,0,1
2,30,3,2,3496,4,4,4,1,0,2,2,34,1,1,1,1,2,1,0,1
0,48,3,9,3609,1,4,1,0,0,1,0,27,1,1,1,1,1,1,0,3
1,12,0,0,4843,1,8,3,1,1,4,1,43,0,2,2,1,1,1,1,1
3,30,0,3,3017,1,8,4,1,0,4,1,47,0,1,1,1,1,1,0,1
0,24,0,9,4139,2,4,3,1,0,3,1,27,0,1,2,2,1,1,0,1
0,36,2,9,5742,2,7,2,1,0,2,2,31,0,1,2,1,1,1,0,1
0,60,2,0,10366,1,8,2,1,0,4,1,42,0,1,1,0,1,1,0,1
0,6,0,0,2080,3,4,1,1,0,2,2,24,0,1,1,1,1,1,0,2
0,21,1,9,2580,3,1,4,1,0,2,0,41,2,1,1,2,2,1,1,1
0,30,0,3,4530,1,7,4,0,0,4,2,26,0,2,1,0,1,1,0,3
0,24,0,2,5150,1,8,4,1,0,4,2,33,0,1,1,1,1,1,0,1
2,72,2,3,5595,2,4,2,1,0,2,2,24,0,1,1,1,1,1,1,2
1,24,2,3,2384,1,8,4,1,0,4,0,64,2,2,1,2,1,1,0,1
0,18,2,3,1453,1,1,3,0,0,1,0,26,0,1,1,1,1,1,0,3
0,6,2,6,1538,1,1,1,0,0,2,3,56,0,1,1,1,1,1,0,3
0,12,2,3,2279,0,4,4,1,0,4,3,37,0,0,1,1,1,1,0,1
0,15,1,3,1478,1,4,4,1,0,3,0,33,2,1,2,1,1,1,0,2
0,24,0,3,5103,1,1,3,1,0,3,3,47,0,0,3,1,1,1,0,2
2,36,1,9,9857,2,7,1,1,0,3,1,31,0,1,2,2,2,1,0,1
0,60,2,0,6527,0,4,4,1,0,4,3,34,0,0,1,1,2,1,0,1
3,10,0,3,1347,0,7,4,1,0,2,1,27,0,1,2,1,1,1,0,1
2,36,1,0,2862,2,8,4,1,0,3,3,30,0,0,1,1,1,1,0,1
0,9,2,3,2753,2,8,3,1,1,4,2,35,0,1,1,1,1,1,0,1
1,12,2,0,3651,4,4,1,1,0,3,1,31,0,1,1,1,2,1,0,1
1,15,0,2,975,1,4,2,1,0,3,1,25,0,1,2,1,1,1,0,4
2,15,2,5,2631,2,4,3,0,0,2,0,25,0,1,1,2,1,1,0,3
2,24,2,3,2896,2,1,2,1,0,1,2,29,0,1,1,1,1,1,0,1
1,6,0,0,4716,0,1,1,1,0,3,0,44,0,1,2,2,2,1,0,1
0,24,2,3,2284,1,7,4,1,0,2,2,28,0,1,1,1,1,1,0,1
0,6,2,1,1236,3,4,2,1,0,4,1,50,0,2,1,1,1,1,0,1
2,12,2,3,1103,1,7,4,1,2,3,0,29,0,1,2,1,1,0,0,1
0,12,0,0,926,1,0,1,0,0,2,1,38,0,1,1,3,1,1,0,3
0,18,0,3,1800,1,4,4,1,0,2,2,24,0,1,2,1,1,1,0,1
3,15,2,6,1905,1,8,4,1,0,4,2,40,0,2,1,0,1,1,0,1
0,12,2,2,1123,3,4,4,0,0,4,2,29,0,2,1,2,1,1,1,3
1,48,0,1,6331,1,8,4,1,0,4,3,46,0,0,2,1,1,1,1,1
3,24,2,3,1377,2,8,4,0,0,2,3,47,0,0,1,1,1,1,0,3
2,30,1,9,2503,2,8,4,1,0,2,1,41,1,1,2,1,1,1,0,1
2,27,2,9,2528,1,1,4,0,0,1,1,32,0,1,1,1,2,1,0,3
0,15,2,0,5324,3,8,1,0,0,4,3,35,0,0,1,1,1,1,0,3
2,48,2,0,6560,2,7,3,1,0,2,1,24,0,1,1,1,1,1,1,1
2,12,4,2,2969,1,1,4,0,0,3,1,25,0,2,2,1,1,1,1,3
2,9,2,3,1206,1,8,4,0,0,4,0,25,0,1,1,1,1,1,0,3
2,9,2,3,2118,1,4,2,1,0,2,0,37,0,1,1,2,2,1,0,1
0,18,0,3,629,3,8,4,1,0,3,1,32,2,1,2,0,1,1,0,1
1,6,3,6,1198,1,8,4,0,0,4,3,35,0,0,1,1,1,1,1,3
0,21,2,1,2476,0,8,4,1,0,4,0,46,0,1,1,0,1,1,0,1
1,9,0,3,1138,1,4,4,1,0,4,0,25,0,1,2,2,1,1,0,1
2,60,2,0,14027,1,7,4,1,0,2,3,27,0,1,1,0,1,1,1,1
0,30,0,1,7596,0,8,1,1,0,4,2,63,0,1,2,1,1,1,0,1
0,30,0,3,3077,0,8,3,1,0,2,2,40,0,1,2,1,2,1,0,1
0,18,2,3,1505,1,4,4,1,0,2,3,32,0,0,1,0,1,1,0,1
3,24,0,3,3148,0,4,3,1,0,2,2,31,0,1,2,1,1,1,0,1
2,20,4,1,6148,2,8,3,1,0,4,2,31,2,1,2,1,1,1,0,2
3,9,4,3,1337,1,1,4,1,0,2,2,34,0,1,2,0,1,1,1,1
2,6,3,6,433,4,1,4,0,0,2,1,24,2,2,1,1,2,1,1,3
1,12,2,0,1228,1,4,4,0,0,2,0,24,0,1,1,2,1,1,1,3
2,9,2,3,790,3,4,4,0,0,3,0,66,0,1,1,2,1,1,0,3
0,27,2,0,2570,1,4,3,0,0,3,0,21,0,2,1,1,1,1,1,3
0,6,0,0,250,4,4,2,0,0,2,0,41,2,1,2,2,1,1,0,3
0,15,0,3,1316,3,4,2,1,0,2,1,47,0,1,2,2,1,1,0,2
1,18,2,3,1882,1,4,4,0,0,4,2,25,2,2,2,1,1,1,1,3
2,48,3,9,6416,1,8,4,0,0,3,3,59,0,2,1,1,1,1,1,3
3,24,0,9,1275,4,4,2,1,0,4,0,36,0,1,2,1,1,1,0,4
2,24,1,3,6403,1,1,1,1,0,2,2,33,0,1,1,1,1,1,0,1
1,24,2,3,1987,1,4,2,1,0,4,0,21,0,2,1,2,2,1,1,1
2,8,2,3,760,1,7,4,0,2,2,0,44,0,1,1,2,1,1,0,3
0,24,2,1,2603,4,4,2,0,0,4,2,28,0,2,1,1,1,1,0,3
0,4,0,0,3380,1,7,1,0,0,1,0,37,0,1,1,1,2,1,0,3
2,36,3,4,3990,0,1,3,0,0,2,3,29,2,1,1,3,1,1,0,3
2,24,2,1,11560,1,4,1,0,0,4,2,23,0,2,2,0,1,1,1,3
1,18,2,0,4380,2,4,3,1,0,4,2,35,0,1,1,2,2,1,0,1
0,6,0,0,6761,1,7,1,1,0,3,3,45,0,1,2,0,2,1,0,1
2,30,4,9,4280,2,4,4,0,0,4,2,26,0,2,2,2,1,1,1,3
1,24,3,0,2325,2,7,2,1,0,3,2,32,2,1,1,1,1,1,0,1
2,10,3,3,1048,1,4,4,1,0,4,0,23,1,1,1,2,1,1,0,1
0,21,2,3,3160,0,8,4,1,0,3,1,41,0,1,1,1,1,1,0,1
1,24,3,2,2483,3,4,4,1,0,4,0,22,1,1,1,1,1,1,0,1
1,39,0,2,14179,0,7,4,1,0,4,1,30,0,1,2,0,1,1,0,1
1,13,0,9,1797,1,1,3,1,0,1,1,28,2,1,2,2,1,1,0,1
1,15,2,0,2511,1,0,1,0,0,4,2,23,0,2,1,1,1,1,0,3
1,12,2,0,1274,1,1,3,0,0,1,0,37,0,1,1,2,1,1,1,3
0,21,2,1,5248,0,4,1,1,0,3,2,26,0,1,1,1,1,1,0,1
0,15,2,1,3029,1,7,2,1,0,2,2,33,0,1,1,1,1,1,0,1
1,6,2,2,428,1,8,2,0,0,1,1,49,2,1,1,1,1,1,0,3
1,18,2,0,976,1,1,1,0,0,2,2,23,0,1,1,2,1,1,1,3
2,12,2,9,841,2,7,2,0,0,4,0,23,0,2,1,2,1,1,0,3
0,30,0,3,5771,1,7,4,0,0,2,2,25,0,1,2,1,1,1,0,3
0,12,1,5,1555,4,8,4,1,0,4,3,55,0,0,2,1,2,1,1,1
1,24,2,0,1285,0,7,4,0,0,4,3,32,0,2,1,1,1,1,1,3
3,6,0,0,1299,1,4,1,1,0,1,0,74,0,1,3,3,2,0,0,1
3,15,0,3,1271,0,4,3,1,0,4,3,39,0,0,2,1,1,1,1,1
0,24,2,0,1393,1,4,2,1,2,2,0,31,0,1,1,1,1,1,0,1
1,12,0,0,691,1,8,4,1,0,3,1,35,0,1,2,1,1,1,1,1
0,15,0,0,5045,0,8,1,0,0,4,2,59,0,1,1,1,1,1,0,3
1,18,0,2,2124,1,4,4,0,0,4,0,24,0,2,2,1,1,1,1,3
1,12,2,3,2214,1,4,4,1,0,3,1,24,0,1,1,2,1,1,0,1
0,21,0,0,12680,0,8,4,1,0,4,3,30,0,0,1,0,1,1,1,1
0,24,0,0,2463,2,7,4,1,0,3,1,27,0,1,2,1,1,1,0,2
2,12,2,3,1155,1,8,3,1,2,3,0,40,2,1,2,2,1,1,0,2
1,30,2,2,3108,1,1,2,1,0,4,1,31,0,1,1,2,1,1,1,4
0,10,2,1,2901,0,1,1,0,0,4,0,31,0,2,1,1,1,1,0,3
2,12,0,2,3617,1,8,1,1,0,4,2,28,0,2,3,1,1,1,0,1
0,12,0,3,1655,1,8,2,1,0,4,0,63,0,1,2,2,1,1,0,1
1,24,2,1,2812,0,8,2,0,0,4,0,26,0,2,1,1,1,1,0,3
1,36,0,6,8065,1,4,3,0,0,2,3,25,0,1,2,0,1,1,1,3
0,21,0,1,3275,1,8,1,1,0,4,2,36,0,1,1,0,1,1,0,1
0,24,0,3,2223,2,8,4,1,0,4,1,52,2,1,2,1,1,1,0,1
3,12,0,0,1480,3,0,2,1,0,4,3,66,2,0,3,3,1,1,0,1
1,24,2,0,1371,0,4,4,0,0,4,0,25,0,2,1,1,1,1,1,3
0,36,0,0,3535,1,7,4,1,0,4,2,37,0,1,2,1,1,1,0,1
1,18,2,3,3509,1,7,4,0,2,1,0,25,0,1,1,1,1,1,0,3
0,36,0,1,5711,4,8,4,1,0,2,2,38,0,1,2,0,1,1,0,1
2,18,2,5,3872,1,0,2,0,0,4,2,67,0,1,1,1,1,1,0,3
2,39,0,3,4933,1,7,2,1,2,2,0,25,0,1,2,1,1,1,1,1
0,24,0,0,1940,4,8,4,1,0,4,0,60,0,1,1,1,1,1,0,1
2,12,4,8,1410,1,4,2,1,0,2,0,31,0,1,1,2,1,1,0,1
2,12,2,0,836,2,1,4,0,0,2,1,23,2,1,1,2,1,1,1,3
2,20,2,1,6468,0,0,1,1,0,4,0,60,0,1,1,0,1,1,0,4
2,18,2,9,1941,4,4,4,1,0,2,1,35,0,1,1,2,1,1,0,1
0,22,2,3,2675,3,8,3,1,0,4,2,40,0,1,1,1,1,1,0,1
0,48,0,1,2751,0,8,4,1,0,3,2,38,0,1,2,1,2,1,0,1
2,48,1,6,6224,1,8,4,1,0,4,3,50,0,0,1,1,1,1,1,1
1,40,0,6,5998,1,4,4,1,0,3,3,27,2,1,1,1,1,1,1,1
2,21,2,9,1188,1,8,2,0,0,4,1,39,0,1,1,1,2,1,1,3
0,24,2,1,6313,0,8,3,1,0,4,2,41,0,1,1,0,2,1,0,1
0,6,0,2,1221,0,4,1,1,0,2,1,27,0,1,2,1,1,1,0,2
3,24,2,2,2892,1,8,3,1,0,4,3,51,0,0,1,1,1,1,0,4
0,24,2,2,3062,3,8,4,1,0,3,3,32,0,2,1,1,1,1,0,1
0,9,2,2,2301,2,1,2,0,0,4,1,22,0,2,1,1,1,1,0,3
1,18,2,1,7511,0,8,1,1,0,4,1,51,0,0,1,1,2,1,1,1
0,12,0,2,1258,1,1,2,0,0,4,1,22,0,2,2,2,1,1,0,3
0,24,1,0,717,0,8,4,1,0,4,2,54,0,1,2,1,1,1,0,2
2,9,2,0,1549,0,1,4,1,0,2,0,35,0,1,1,3,1,1,0,1
0,24,0,6,1597,1,8,4,1,0,4,3,54,0,0,2,1,2,1,0,1
2,18,0,3,1795,1,8,3,0,2,4,0,48,2,2,2,2,1,1,0,3
1,20,0,2,4272,1,8,1,0,0,4,1,24,0,1,2,1,1,1,0,3
0,12,0,3,976,0,8,4,1,0,4,2,35,0,1,2,1,1,1,0,1
2,12,2,0,7472,0,0,1,0,0,2,0,24,0,2,1,3,1,1,0,3
1,36,2,0,9271,1,7,2,1,0,1,2,24,0,1,1,1,1,1,1,1
2,6,2,3,590,1,1,3,1,0,3,0,26,0,1,1,2,1,0,0,2
0,12,0,3,930,0,8,4,1,0,4,0,65,0,1,4,1,1,1,0,1
2,42,3,1,9283,1,0,1,1,0,2,3,55,2,0,1,0,1,1,0,1
2,15,4,0,1778,1,1,2,0,0,1,0,26,0,2,2,3,1,1,1,3
2,8,2,9,907,1,1,3,1,0,2,0,26,0,1,1,1,1,1,0,2
2,6,2,3,484,1,7,3,1,2,3,0,28,2,1,1,2,1,1,0,2
1,36,0,1,9629,1,7,4,1,0,4,2,24,0,1,2,1,1,1,1,1
1,48,2,4,3051,1,4,3,1,0,4,2,54,0,1,1,1,1,1,1,1
1,48,2,0,3931,1,7,4,1,0,4,3,46,0,0,1,1,2,1,1,1
2,36,1,0,7432,1,4,2,0,0,2,1,54,0,2,1,1,1,1,0,3
0,6,2,4,1338,3,4,1,1,0,4,0,62,0,1,1,1,1,1,0,4
0,6,0,3,1554,1,7,1,0,0,2,2,24,0,2,2,1,1,1,0,3
1,36,2,10,15857,1,0,2,1,1,3,2,43,0,1,1,0,1,1,0,4
1,18,2,3,1345,1,4,4,1,0,3,0,26,2,1,1,1,1,1,1,2
0,12,2,0,1101,1,4,3,1,0,2,0,27,0,1,2,1,1,1,0,2
3,12,2,3,3016,1,4,3,1,0,1,2,24,0,1,1,1,1,1,0,2
1,36,2,2,2712,1,8,2,1,0,2,1,41,2,1,1,1,2,1,1,1
1,8,0,0,731,1,8,4,1,0,4,0,47,0,1,2,2,1,1,0,1
0,18,0,2,3780,1,1,3,1,0,2,2,35,0,1,2,0,1,1,0,4
1,21,0,0,1602,1,8,4,1,0,3,2,30,0,1,2,1,1,1,0,2
1,18,0,0,3966,1,8,1,0,0,4,0,33,2,2,3,1,1,1,1,3
0,18,4,9,4165,1,4,2,1,0,2,2,36,1,1,2,1,2,1,1,1
1,36,2,1,8335,0,8,3,1,0,4,3,47,0,0,1,1,1,1,1,1
2,48,1,9,6681,0,4,4,1,0,4,3,38,0,0,1,1,2,1,0,1
0,24,1,9,2375,3,4,4,1,0,2,2,44,0,1,2,1,2,1,0,1
1,18,2,0,1216,1,1,4,0,0,3,2,23,0,2,1,1,1,1,1,3
1,45,4,9,11816,1,8,2,1,0,4,2,29,0,2,2,1,1,1,1,1
2,24,2,3,5084,0,8,2,0,0,4,2,42,0,1,1,1,1,1,0,3
3,15,2,3,2327,1,1,2,0,0,3,0,25,0,1,1,2,1,1,1,3
1,12,4,0,1082,1,4,4,1,0,4,2,48,2,1,2,1,1,1,1,1
0,12,2,3,886,0,4,4,0,0,2,2,21,0,1,1,1,1,1,0,3
0,4,2,2,601,1,1,1,0,0,3,0,23,0,2,1,2,2,1,0,3
1,24,0,1,2957,1,8,4,1,0,4,1,63,0,1,2,1,1,1,0,1
0,24,0,3,2611,1,8,4,1,1,3,0,46,0,1,2,1,1,1,0,2
1,36,2,2,5179,1,7,4,1,0,2,1,29,0,1,1,1,1,1,1,1
0,21,1,1,2993,1,4,3,1,0,2,0,28,1,1,2,2,1,1,0,1
0,18,2,5,1943,1,1,4,0,0,4,0,23,0,1,1,1,1,1,1,3
0,24,3,9,1559,1,7,4,1,0,4,2,50,2,1,1,1,1,1,0,1
0,18,2,2,3422,1,8,4,1,0,4,1,47,2,1,3,1,2,1,0,1
2,21,2,2,3976,0,7,2,1,0,3,2,35,0,1,1,1,1,1,0,1
0,18,2,0,6761,0,4,2,1,0,4,2,68,0,2,2,1,1,1,1,1
0,24,2,0,1249,1,1,4,1,0,2,0,28,0,1,1,1,1,1,0,2
1,9,2,3,1364,1,7,3,1,0,4,0,59,0,1,1,1,1,1,0,1
1,12,2,3,709,1,8,4,1,0,4,0,57,1,1,1,2,1,1,1,1
1,20,0,0,2235,1,4,4,1,2,2,1,33,2,2,2,1,1,0,1,2
0,24,0,1,4042,0,7,3,1,0,4,1,43,0,1,2,1,1,1,0,1
0,15,0,3,1471,1,4,4,1,0,4,3,35,0,0,2,1,1,1,0,1
1,18,3,0,1442,1,7,4,1,0,4,3,32,0,0,2,2,2,1,1,1
0,36,1,0,10875,1,8,2,1,0,2,2,45,0,1,2,1,2,1,0,1
0,24,2,0,1474,2,1,4,1,0,3,0,33,0,1,1,1,1,1,0,2
0,10,2,8,894,0,7,4,0,0,3,1,40,0,1,1,1,1,1,0,3
0,15,0,2,3343,1,4,4,1,0,2,3,28,0,0,1,1,1,1,0,1
1,15,2,0,3959,1,4,3,0,0,2,1,29,0,1,1,1,1,1,1,3
0,9,2,0,3577,2,4,1,1,2,2,0,26,0,2,1,1,2,0,0,1
0,24,0,1,5804,4,4,4,1,0,2,0,27,0,1,2,1,1,1,0,1
0,18,1,9,2169,1,4,4,1,0,2,2,28,0,1,1,1,1,1,1,2
1,24,2,3,2439,1,1,4,0,0,4,0,35,0,1,1,1,1,1,1,3
0,27,0,2,4526,4,1,4,1,0,2,0,32,1,1,2,2,2,1,0,1
0,10,2,2,2210,1,4,2,1,0,2,0,25,2,2,1,2,1,1,1,1
0,15,2,2,2221,3,4,2,0,0,4,2,20,0,2,1,1,1,1,0,3
1,18,2,3,2389,1,1,4,0,0,1,2,27,1,1,1,1,1,1,0,3
0,12,0,2,3331,1,8,2,1,0,4,1,42,1,1,1,1,1,1,0,1
0,36,2,9,7409,0,8,3,1,0,2,1,37,0,1,2,1,1,1,0,1
1,12,2,2,652,1,8,4,0,0,4,1,24,0,2,1,1,1,1,0,3
0,36,1,2,7678,3,7,2,0,0,4,2,40,0,1,2,1,1,1,0,3
3,6,0,0,1343,1,8,1,1,0,4,0,46,0,1,2,1,2,0,0,1
1,24,0,9,1382,2,7,4,1,0,1,0,26,0,1,2,1,1,1,0,1
0,15,2,4,874,0,1,4,0,0,1,0,24,0,1,1,1,1,1,0,3
1,12,2,2,3590,1,4,2,1,1,2,1,29,0,1,1,2,2,1,0,1
2,11,0,0,1322,4,4,4,0,0,4,2,40,0,1,2,1,1,1,0,3
1,18,3,3,1940,1,1,3,1,1,4,3,36,2,0,1,0,1,1,0,1
0,36,2,3,3595,1,8,4,1,0,2,2,28,0,1,1,1,1,1,0,1
1,9,2,0,1422,1,1,3,1,0,2,3,27,0,0,1,0,1,1,1,1
0,30,0,3,6742,0,7,2,1,0,3,1,36,0,1,2,1,1,1,0,1
0,24,2,1,7814,1,7,3,1,0,3,2,38,0,1,1,0,1,1,0,1
0,24,2,1,9277,0,4,2,1,0,4,3,48,0,0,1,1,1,1,0,4
2,30,0,0,2181,0,8,4,1,0,4,0,36,0,1,2,1,1,1,0,1
0,18,0,3,1098,1,0,4,0,0,4,2,65,0,1,2,3,1,1,0,3
2,24,2,2,4057,1,7,3,1,0,3,2,43,0,1,1,1,1,1,1,4
1,12,2,6,795,1,1,4,0,0,4,1,53,0,1,1,1,1,1,1,3
2,24,0,9,2825,0,7,4,1,0,3,3,34,0,1,2,1,2,1,0,1
2,48,2,9,15672,1,4,2,1,0,2,2,23,0,1,1,1,1,1,1,1
0,36,0,0,6614,1,8,4,1,0,4,2,34,0,1,2,0,1,1,0,1
0,28,3,1,7824,0,1,3,1,2,4,0,40,2,2,2,1,2,1,0,1
1,27,0,9,2442,1,8,4,1,0,4,2,43,1,1,4,0,2,1,0,1
0,15,0,3,1829,1,8,4,1,0,4,2,46,0,1,2,1,1,1,0,1
1,12,0,0,2171,1,4,4,1,0,4,1,38,2,1,2,2,1,0,0,1
2,36,0,1,5800,1,4,3,1,0,4,2,34,0,1,2,1,1,1,0,1
0,18,0,3,1169,0,4,4,1,0,3,1,29,0,1,2,1,1,1,0,1
0,36,1,1,8947,0,7,3,1,0,2,2,31,1,1,1,0,2,1,0,1
1,21,2,3,2606,1,1,4,0,0,4,1,28,0,2,1,0,1,1,0,3
0,12,0,2,1592,4,7,3,0,0,2,1,35,0,1,1,1,1,0,0,3
0,15,2,2,2186,0,7,1,0,0,4,0,33,2,2,1,2,1,1,0,3
1,18,2,2,4153,1,4,2,1,1,3,2,42,0,1,1,1,1,1,1,1
1,16,0,0,2625,1,8,2,1,2,4,1,43,2,2,1,1,1,1,1,1
0,20,0,0,3485,0,1,2,1,0,4,0,44,0,1,2,1,1,1,0,4
0,36,0,1,10477,0,8,2,1,0,4,3,42,0,0,2,1,1,1,0,1
0,15,2,3,1386,0,4,4,1,0,2,0,40,0,2,1,1,1,1,0,2
0,24,2,3,1278,1,8,4,1,0,1,0,36,0,1,1,0,1,1,0,1
1,12,2,3,1107,1,4,2,1,0,2,0,20,0,2,1,0,2,1,0,1
1,21,2,0,3763,0,7,2,1,1,2,0,24,0,1,1,2,1,0,0,1
2,36,2,6,3711,0,4,2,1,0,2,2,27,0,1,1,1,1,1,0,2
0,15,1,1,3594,1,1,1,0,0,2,1,46,0,1,2,2,1,1,0,3
2,9,2,0,3195,0,4,1,0,0,2,0,33,0,1,1,2,1,1,0,3
0,36,1,3,4454,1,4,4,0,0,4,0,34,0,1,2,1,1,1,0,3
2,24,0,2,4736,1,1,2,0,0,4,2,25,2,1,1,2,1,1,1,3
2,30,2,3,2991,0,8,2,0,0,4,2,25,0,1,1,1,1,1,0,3
0,11,2,9,2142,4,8,1,1,0,2,0,28,0,1,1,1,1,1,0,4
1,24,3,9,3161,1,4,4,1,0,2,1,31,0,2,1,1,1,1,1,1
2,48,4,10,18424,1,4,1,0,0,2,1,32,2,1,1,0,1,0,1,3
0,10,2,1,2848,2,4,1,1,1,2,0,32,0,1,1,1,2,1,0,1
1,6,2,0,14896,1,8,1,1,0,4,3,68,2,1,1,0,1,1,1,1
1,24,2,2,2359,2,0,1,1,0,1,1,33,0,1,1,1,1,1,1,4
1,24,2,2,3345,1,8,4,1,0,2,1,39,0,2,1,0,1,1,1,1
0,18,0,2,1817,1,4,4,0,0,2,3,28,0,1,2,1,1,1,0,3
0,48,1,3,12749,3,7,4,1,0,1,2,37,0,1,1,0,1,1,0,1
1,9,2,3,1366,1,1,3,0,0,4,1,22,0,2,1,1,1,1,1,3
2,12,2,0,2002,1,7,3,1,0,4,1,30,0,2,1,1,2,1,0,1
1,24,3,2,6872,1,1,2,1,0,1,1,55,2,1,1,1,1,1,1,4
1,12,3,0,697,1,1,4,1,0,2,2,46,2,1,2,1,1,1,1,1
1,18,0,2,1049,1,1,4,0,0,4,1,21,0,2,1,1,1,1,0,3
1,48,2,1,10297,1,7,4,1,0,4,3,39,1,0,3,1,2,1,1,1
0,30,2,3,1867,0,8,4,1,0,4,2,58,0,1,1,1,1,1,0,1
1,12,1,0,1344,1,4,4,1,0,2,0,43,0,1,2,2,2,1,0,1
1,24,2,2,1747,1,1,4,1,1,1,1,24,0,1,1,2,1,0,0,1
2,9,2,3,1670,1,1,4,0,0,2,2,22,0,1,1,1,1,1,1,3
0,9,0,0,1224,1,4,3,1,0,1,0,30,0,1,2,1,1,1,0,1
0,12,0,3,522,3,8,4,1,0,4,1,42,0,1,2,1,2,1,0,1
1,12,2,3,1498,1,4,4,0,0,1,2,23,2,1,1,1,1,1,0,3
2,30,1,3,1919,2,1,4,1,0,3,3,30,1,1,2,0,1,1,1,1
3,9,2,3,745,1,4,3,0,0,2,0,28,0,1,1,2,1,1,1,3
2,6,2,3,2063,1,1,4,1,0,3,2,30,0,2,1,0,1,1,0,2
2,60,2,6,6288,1,4,4,1,0,4,3,42,0,0,1,1,1,1,1,1
0,24,0,1,6842,0,4,2,1,0,4,1,46,0,1,2,0,2,1,0,1
0,12,2,0,3527,0,1,2,1,0,3,1,45,0,1,1,0,2,1,0,1
0,10,2,0,1546,1,4,3,1,0,2,0,31,0,1,1,2,2,0,0,1
0,24,2,2,929,0,7,4,1,0,2,2,31,1,1,1,1,1,1,0,1
0,4,0,0,1455,1,7,2,1,0,1,0,42,0,1,3,2,2,1,0,1
1,15,2,2,1845,1,1,4,0,2,1,1,46,0,2,1,1,1,1,0,3
2,48,4,0,8358,3,1,1,0,0,1,2,30,0,1,2,1,1,1,0,3
1,24,3,2,3349,3,1,4,1,0,4,3,30,0,0,1,1,2,1,1,1
0,12,2,0,2859,0,0,4,1,0,4,3,38,0,1,1,0,1,1,0,1
0,18,2,2,1533,1,1,4,1,1,1,1,43,0,1,1,2,2,1,1,2
0,24,2,3,3621,2,8,2,1,0,4,2,31,0,1,2,1,1,1,1,1
2,18,0,9,3590,1,0,3,1,0,3,2,40,0,1,3,3,2,1,0,2
1,36,1,9,2145,1,7,2,1,0,1,2,24,0,1,2,1,1,1,1,1
2,24,2,1,4113,3,1,3,0,0,4,2,28,0,2,1,1,1,1,1,3
0,36,2,2,10974,1,0,4,0,0,2,2,26,0,1,2,0,1,1,1,3
1,12,2,0,1893,1,4,4,0,2,4,1,29,0,1,1,1,1,1,0,3
1,24,0,3,1231,4,8,4,0,0,4,1,57,0,2,2,0,1,1,0,3
3,30,0,3,3656,0,8,4,1,0,4,1,49,1,1,2,2,1,1,0,1
2,9,0,3,1154,1,8,2,1,0,4,0,37,0,1,3,2,1,1,0,1
1,28,2,0,4006,1,4,3,1,0,2,2,45,0,1,1,2,1,1,1,1
2,24,2,2,3069,2,8,4,1,0,4,3,30,0,0,1,1,1,1,0,1
0,6,0,3,1740,1,8,2,1,0,2,0,30,0,2,2,1,1,1,0,2
2,21,1,0,2353,1,4,1,1,0,4,1,47,0,1,2,1,1,1,0,4
0,15,2,0,3556,0,4,3,1,0,2,3,29,0,1,1,1,1,1,0,1
0,24,2,3,2397,3,8,3,1,0,2,2,35,2,1,2,1,1,1,1,1
2,6,2,5,454,1,1,3,1,0,1,1,22,0,1,1,2,1,1,0,2
2,30,2,3,1715,0,4,4,0,0,1,2,26,0,1,1,1,1,1,0,3
